processor_pathway,cost,latency,success_rate,timestamp,network_stability,availability,failure_reason
Card_Visa,0.04408069376781314,437.4488147557194,0.91808031432301,2025-07-22 22:10:24.077326,0.8893103714610232,1,None
Card_Mastercard,0.046840473710425774,366.4512561611091,0.9602276552119106,2025-07-21 22:10:24.077347,0.9713616829151728,1,None
Card_Verve,0.02416864299542716,450.69006529919284,0.953653182852643,2025-07-20 22:10:24.077352,0.8518237355066536,1,None
Bank_Transfer_GTBank,0.038983997856824805,276.17539559018945,0.9019976104622155,2025-07-19 22:10:24.077355,0.9961013547919279,1,None
Bank_Transfer_Zenith,0.025973713217571547,154.71686968890845,0.966159348470127,2025-07-18 22:10:24.077357,0.9211963962091111,1,None
Bank_Transfer_FirstBank,0.018076183865243824,388.67127572764105,0.9862274128883086,2025-07-17 22:10:24.077360,0.9466469880151606,1,None
USSD_Airtel,0.04003186858977984,342.0226546288726,0.9229901642689783,2025-07-16 22:10:24.077363,0.9687746463217511,1,None
USSD_MTN,0.02824296183695782,492.99223406352615,0.9493988528600416,2025-07-15 22:10:24.077366,0.9829692872579715,1,None
Mobile_Money_OPay,0.03458288122977512,239.98800568393784,0.9931430857483742,2025-07-14 22:10:24.077370,0.948124210441372,1,None
Mobile_Money_Paga,0.036902457125399336,128.78928870942215,0.9362898990533902,2025-07-13 22:10:24.077373,0.8995190273812377,1,None
Card_Visa,0.02952802830103185,200.0702488614083,0.9057853263452091,2025-07-12 22:10:24.077376,0.9537669481255041,1,None
Card_Mastercard,0.04921228523094914,135.57121467491328,0.9967643293145878,2025-07-11 22:10:24.077379,0.9516159606918801,1,None
Card_Verve,0.02608813400081899,301.13981302033073,0.9659318327534637,2025-07-10 22:10:24.077382,0.8963454082856652,1,None
Bank_Transfer_GTBank,0.042183213489713905,406.7398666530012,0.9015207216226387,2025-07-09 22:10:24.077384,0.9936672692961347,1,None
Bank_Transfer_Zenith,0.013659538541732937,310.78725769566944,0.9221663454712232,2025-07-08 22:10:24.077387,0.9085050731485284,1,None
Bank_Transfer_FirstBank,0.03662331571059244,214.26917523231367,0.9394286262426106,2025-07-07 22:10:24.077390,0.9810872488306246,1,None
USSD_Airtel,0.04891512240041352,371.1470922222111,0.9212843826916546,2025-07-06 22:10:24.077393,0.9187127061017142,1,None
USSD_MTN,0.020548629428373565,289.44346925977766,0.9131106327598467,2025-07-05 22:10:24.077395,0.8974547464523768,1,None
Mobile_Money_OPay,0.021270407765997257,299.5826292561892,0.9703276199072994,2025-07-04 22:10:24.077399,0.9738392329545481,1,None
Mobile_Money_Paga,0.014468085038367051,434.03462495856877,0.9390217180792809,2025-07-03 22:10:24.077402,0.9513463209623102,1,None
Card_Visa,0.016363237577634897,459.0927573519685,0.9596883680296417,2025-07-02 22:10:24.077405,0.9202748819392168,1,None
Card_Mastercard,0.01615126768034736,458.4420279676341,0.971571402864647,2025-07-01 22:10:24.077407,0.9385698335107859,1,None
Card_Verve,0.04509654431870196,474.728948902826,0.9632233087069799,2025-06-30 22:10:24.077410,0.8875941944078929,1,None
Bank_Transfer_GTBank,0.046488388082982036,114.9898408709896,0.9728475809532333,2025-06-29 22:10:24.077413,0.8783740285967052,1,None
Bank_Transfer_Zenith,0.01869734917784549,217.6671825311801,0.9864617500010318,2025-06-28 22:10:24.077416,0.9362858372945527,1,None
Bank_Transfer_FirstBank,0.04404616899093672,440.6473057201809,0.9804236849188848,2025-06-27 22:10:24.077419,0.9504130654736888,1,None
USSD_Airtel,0.024840514580224626,170.80861426992024,0.9302677896241748,2025-06-26 22:10:24.077422,0.8780419774508944,1,None
USSD_MTN,0.03652557935918163,337.7285746072787,0.9296389594339572,2025-06-25 22:10:24.077424,0.8637842268603756,1,None
Mobile_Money_OPay,0.011916719383736214,128.35774822610713,0.9337621521371825,2025-06-24 22:10:24.077427,0.9639249571028426,1,None
Mobile_Money_Paga,0.011913170756175914,111.61630718376698,0.9576106226336221,2025-06-23 22:10:24.077430,0.92932111385479,1,None
Card_Visa,0.026155695610214198,364.6619548598255,0.9093032998930141,2025-06-22 22:10:24.077432,0.8935876381253556,1,None
Card_Mastercard,0.038538174492677824,331.9419774507701,0.9883162035653464,2025-06-21 22:10:24.077435,0.8692047612333949,1,None
Card_Verve,0.026174500214920675,467.7365305033406,0.9178337425540226,2025-06-20 22:10:24.077438,0.8885692045434197,1,None
Bank_Transfer_GTBank,0.03743716868946573,467.2424337384074,0.9527254370905409,2025-06-19 22:10:24.077440,0.895436871216278,1,None
Bank_Transfer_Zenith,0.03367904918687064,449.6269080723093,0.9705246895050283,2025-06-18 22:10:24.077469,0.9934018967514482,1,None
Bank_Transfer_FirstBank,0.03197115670925156,344.7392052473817,0.920136479420906,2025-06-17 22:10:24.077472,0.9086609444791435,1,None
USSD_Airtel,0.04210297994574188,467.28283913197316,0.9808304146901736,2025-06-16 22:10:24.077474,0.9881819398437406,1,None
USSD_MTN,0.01956534816074289,324.6791087140122,0.9776678547227495,2025-06-15 22:10:24.077477,0.8723166333844286,1,None
Mobile_Money_OPay,0.031858740769020566,407.3236923399724,0.9652272717355529,2025-06-14 22:10:24.077479,0.8540796091742459,1,None
Mobile_Money_Paga,0.03258172627532135,333.11929194186473,0.9829863192983271,2025-06-13 22:10:24.077482,0.8897008540465988,1,None
Card_Visa,0.01256891219861846,284.1421931549414,0.9943125043014809,2025-06-12 22:10:24.077485,0.8835032085966559,1,None
Card_Mastercard,0.032753544896166775,143.5603537989285,0.939448605214078,2025-06-11 22:10:24.077488,0.973059191855587,1,None
Card_Verve,0.010990196810157084,469.27480914355533,0.9501605846023973,2025-06-10 22:10:24.077491,0.9462110774502659,1,None
Bank_Transfer_GTBank,0.024326234146613706,404.78080256319464,0.9724919789009606,2025-06-09 22:10:24.077493,0.9207429486435909,1,None
Bank_Transfer_Zenith,0.02460583038902473,387.972639195285,0.9926939816182088,2025-06-08 22:10:24.077496,0.8747472110096092,1,None
Bank_Transfer_FirstBank,0.01853197537921883,101.26710494266935,0.9706467813334765,2025-06-07 22:10:24.077498,0.8841995413638079,1,None
USSD_Airtel,0.018123314859371766,391.35084198004705,0.9869239228638221,2025-06-06 22:10:24.077501,0.9771981816321147,1,None
USSD_MTN,0.012007023749969887,304.96838802111597,0.9011921870503905,2025-06-05 22:10:24.077504,0.9290237874541234,1,None
Mobile_Money_OPay,0.030828388331880154,450.5032325756961,0.9672696554904813,2025-06-04 22:10:24.077506,0.8707050480830679,1,None
Mobile_Money_Paga,0.01625626274655491,403.7651086497874,0.9924961635318431,2025-06-03 22:10:24.077509,0.8994953414374846,1,None
Card_Visa,0.03704575685768936,421.7301262830727,0.9475644888613735,2025-06-02 22:10:24.077511,0.8584228584443055,1,None
Card_Mastercard,0.049052861825074554,270.99622575049716,0.9540641553727415,2025-06-01 22:10:24.077514,0.9070134425937899,1,None
Card_Verve,0.018927903860407273,202.51887857585461,0.9066135336450928,2025-05-31 22:10:24.077516,0.8981877583623596,1,None
Bank_Transfer_GTBank,0.011001520082103347,213.0620936545976,0.9477275988801234,2025-05-30 22:10:24.077520,0.917491727030913,1,None
Bank_Transfer_Zenith,0.024453949239190684,343.27174974070203,0.956563930868444,2025-05-29 22:10:24.077523,0.890615640478351,1,None
Bank_Transfer_FirstBank,0.04014165022448283,426.0249188793831,0.9761046821739285,2025-05-28 22:10:24.077525,0.9901439634622916,1,None
USSD_Airtel,0.043980283434613035,411.01487351761864,0.9176146816738574,2025-05-27 22:10:24.077528,0.9591446322221855,1,None
USSD_MTN,0.0203646144490712,237.80602381610643,0.9974868497596316,2025-05-26 22:10:24.077530,0.8987480648813726,1,None
Mobile_Money_OPay,0.02870011830202681,193.13689511187215,0.9723602929077172,2025-05-25 22:10:24.077533,0.9291342423838559,1,None
Mobile_Money_Paga,0.02652881683394609,390.8307649740212,0.9897850771403444,2025-05-24 22:10:24.077535,0.9673580236554262,1,None
Card_Visa,0.017592170876090774,326.26805958513637,0.9149262401221628,2025-05-23 22:10:24.077538,0.9822081770935818,1,None
Card_Mastercard,0.04525238356460064,233.32482502632118,0.9582927620648214,2025-05-22 22:10:24.077541,0.9830339060553823,1,None
Card_Verve,0.015988062401873827,209.7217296121308,0.9158005709083827,2025-05-21 22:10:24.077543,0.9949634483276033,1,None
Bank_Transfer_GTBank,0.04864039838904334,281.43191346850926,0.9122446244991909,2025-05-20 22:10:24.077546,0.8674766522692947,1,None
Bank_Transfer_Zenith,0.026152444596483006,373.02627890571284,0.9993545735444503,2025-05-19 22:10:24.077548,0.8701963421369854,1,None
Bank_Transfer_FirstBank,0.03141377900163482,266.1668308211532,0.9543792509677399,2025-05-18 22:10:24.077552,0.9325542695865912,1,None
USSD_Airtel,0.021140652395565784,272.6712720524373,0.9117178799951927,2025-05-17 22:10:24.077554,0.934887828092794,1,None
USSD_MTN,0.028581333917229314,108.55185567654262,0.9751177277494233,2025-05-16 22:10:24.077557,0.9197916278670552,1,None
Mobile_Money_OPay,0.039811343638356374,134.1441590204443,0.9958316553373254,2025-05-15 22:10:24.077559,0.9347490616456826,1,None
Mobile_Money_Paga,0.024391444649501798,329.07894332215454,0.9190287612868608,2025-05-14 22:10:24.077562,0.988082129812215,1,None
Card_Visa,0.030605240571738274,115.54360114195012,0.9423925388314423,2025-05-13 22:10:24.077564,0.9621803131315971,1,None
Card_Mastercard,0.04889195245631555,252.46333415500337,0.9622071939192688,2025-05-12 22:10:24.077567,0.8603846485352077,1,None
Card_Verve,0.012225639310735104,358.6569941103555,0.953959792977003,2025-05-11 22:10:24.077569,0.8945122230598357,1,None
Bank_Transfer_GTBank,0.02441738403467953,372.26641394116467,0.9349895437706968,2025-05-10 22:10:24.077572,0.9384354357558848,1,None
Bank_Transfer_Zenith,0.020249388737976385,333.4329322257014,0.915809870992615,2025-05-09 22:10:24.077575,0.9622983302162139,1,None
Bank_Transfer_FirstBank,0.024010871692940198,375.14361885006974,0.9783155761367714,2025-05-08 22:10:24.077577,0.8744706022103362,1,None
USSD_Airtel,0.043841625481381624,228.03573014215516,0.9421615355481405,2025-05-07 22:10:24.077580,0.9867288849945657,1,None
USSD_MTN,0.049588789434376127,256.45508294295144,0.9966407409332274,2025-05-06 22:10:24.077583,0.9760111105545535,1,None
Mobile_Money_OPay,0.04512730777337753,189.7857421291932,0.9203010674518795,2025-05-05 22:10:24.077586,0.9783332131901785,1,None
Mobile_Money_Paga,0.04848622670821076,157.32857372797926,0.9002094488728377,2025-05-04 22:10:24.077589,0.9696290677111135,1,None
Card_Visa,0.03442699914639488,394.61251275897746,0.9617314688287207,2025-05-03 22:10:24.077591,0.8659869248672771,1,None
Card_Mastercard,0.044690348606712116,235.84615389936877,0.988647424968288,2025-05-02 22:10:24.077594,0.9148176206689224,1,None
Card_Verve,0.014359164365548963,362.7658486766852,0.9482682045892254,2025-05-01 22:10:24.077597,0.8848169561963121,1,None
Bank_Transfer_GTBank,0.03681157720037231,274.27182540419517,0.9793972151333519,2025-04-30 22:10:24.077599,0.8560035583737892,1,None
Bank_Transfer_Zenith,0.038661502982463423,299.48667456219096,0.9559463586250726,2025-04-29 22:10:24.077602,0.8833032805772802,1,None
Bank_Transfer_FirstBank,0.03512075123447202,355.84157757593084,0.9113771056511858,2025-04-28 22:10:24.077605,0.879277392111294,1,None
USSD_Airtel,0.045573932828873454,385.4836838988473,0.9340698500192397,2025-04-27 22:10:24.077607,0.9187620611745221,1,None
USSD_MTN,0.03299484795972934,393.2587649797134,0.9042315618012674,2025-04-26 22:10:24.077610,0.9298074035374184,1,None
Mobile_Money_OPay,0.03566059291994567,328.0969685012361,0.9600708394005698,2025-04-25 22:10:24.077612,0.9425720501574754,1,None
Mobile_Money_Paga,0.02561168570899279,134.87881155349103,0.9720789141208872,2025-04-24 22:10:24.077615,0.9727268345081347,1,None
Card_Visa,0.02356908076837933,206.48880213047119,0.9828017586586143,2025-04-23 22:10:24.077618,0.8647797099914917,1,None
Card_Mastercard,0.03782918228678416,473.55524172705196,0.9382544689886667,2025-04-22 22:10:24.077620,0.8827536524019376,1,None
Card_Verve,0.018733086560003186,443.30729139930776,0.9124025474536909,2025-04-21 22:10:24.077623,0.8944952399554545,1,None
Bank_Transfer_GTBank,0.013223210869283375,238.95690788806067,0.9917588565445317,2025-04-20 22:10:24.077627,0.910054058700901,1,None
Bank_Transfer_Zenith,0.018104000778891783,118.72631923130936,0.9308336184039935,2025-04-19 22:10:24.077629,0.9021308463614413,1,None
Bank_Transfer_FirstBank,0.01932347287630093,375.1280267031983,0.9435936583961674,2025-04-18 22:10:24.077632,0.8842923464514609,1,None
USSD_Airtel,0.011972418391904882,471.2645262931538,0.9101717839116593,2025-04-17 22:10:24.077634,0.9229878057031963,1,None
USSD_MTN,0.034483548668620474,425.6833572565223,0.9922084580739582,2025-04-16 22:10:24.077637,0.9032588204809365,1,None
Mobile_Money_OPay,0.04874000823978294,108.41918854105761,0.9106053531139794,2025-04-15 22:10:24.077640,0.9687414077921161,1,None
Mobile_Money_Paga,0.03615264906170561,142.07955619594244,0.9450742523608007,2025-04-14 22:10:24.077642,0.9000373016654883,1,None
